GENE	TCGA-04-1348	TCGA-04-1357	TCGA-04-1362	TCGA-04-1364	TCGA-04-1365	TCGA-04-1514	TCGA-04-1519	TCGA-09-0364	TCGA-09-0366	TCGA-09-0367	TCGA-09-0369	TCGA-09-1662
ACTC1	0	0.0607	0.0192	0.5751	0.0865	0.5989	0.0613	0.0559	0.006	0	2.0821	0.1114
ACTG1	11.5228	10.405	12.1991	11.575	11.9346	13.0092	10.7688	12.3429	11.2855	10.7087	11.8237	11.9733
ACTG2	1.3408	4.5411	0.3751	3.0264	1.4487	2.4097	1.2861	3.0529	0.7043	1.1945	5.8852	3.2095
ACTL6A	6.9278	5.3981	6.8629	6.2409	6.6834	7.6218	5.3424	6.5715	5.7617	5.5013	6.7914	6.1818
ACTL6B	0	0	0	0	0	1.2121	0	0.177	0	0	1.5967	0
ACTL7A	0	0	0.0267	0	0.0223	0	0	0.0771	0	0	0	0.0228
ACTL7B	0.0193	0	0.0273	0	0	0	0	0.1894	0.0174	0	0	0
ACTL8	1.0772	0.0628	2.9487	1.514	0.9167	2.6757	0.0257	0.2449	0.2774	0.0563	0.0738	0.6301
ACTL9	0	0.0424	0	0	0.088	0	0	0	0	0	0	0
ACTN1	6.1034	5.8905	6.5891	6.1212	6.9166	7.16	7.7679	6.215	6.3694	5.2889	6.2153	7.4124
ACTN2	0.0297	0.0816	0	0.1707	0.0348	0.0726	0.1784	0.6185	0	0.0223	0.1596	0.0698
ACTN3	0.0091	0	0.0376	0.4793	0.0315	0.0149	0	0	0	0.0091	0.0356	0.0108
ACTN4	9.5464	8.2624	9.4441	8.1483	8.4387	8.9203	7.9598	8.4775	8.3754	8.1465	8.7604	8.6373
ACTR10	3.7896	4.2319	4.5704	4.3457	4.0516	6.2569	5.0217	4.9056	5.1717	4.6442	5.0849	4.4994
ACTR1A	6.3125	5.1035	5.9534	5.9533	5.9643	6.4196	5.6499	5.9796	5.596	4.6051	6.4908	5.6267
ACTR1B	5.5825	5.3786	6.2901	6.2868	5.6261	6.3448	6.285	6.2316	7.0142	5.0843	6.9444	5.8667
ACTR2	6.9298	6.0489	5.6018	6.613	6.395	6.3763	5.9634	6.5188	6.3071	4.8217	6.0904	6.6816
ACTR3B	3.2928	4.0756	3.5361	4.76	3.2405	5.0696	4.2918	4.0456	3.1867	3.5735	3.8274	3.5607
ACTR3C	2.5264	2.6281	2.7114	2.3927	2.699	3.0772	3.1149	0.8941	4.1716	2.5316	2.6602	2.1854
ACTR3	7.4746	6.9558	6.4736	7.0307	7.5027	7.088	6.7755	6.1271	6.9383	5.8975	6.5795	7.4469
ACTR5	2.831	2.2602	2.6075	4.1829	2.6785	3.5454	2.2369	2.4795	4.3569	2.2152	3.0594	2.5192
ACTR6	3.8679	3.6544	3.9759	3.8743	4.1034	4.7013	4.0567	4.2577	4.4916	3.8209	4.4035	3.1817
ACTR8	2.972	2.4436	2.878	2.9237	2.3515	3.9376	3.6023	3.7208	2.764	2.4529	3.1213	3.8375
ACTRT1	0	0	0.0266	0	0	0.0315	0	0	0	0.0189	0	0
ACTRT2	0	0	0	0	0	1.376	0	1.2712	0	0	0	0
ACVR1B	4.2486	3.9918	4.8899	4.5991	4.975	5.782	5.7302	5.6777	4.6635	2.4448	4.3613	5.3361
ACVR1C	0.1786	0.0329	0.4494	0.3437	0.4396	0.3962	0.0424	0.2808	0.4716	0.0206	0.0477	0.0489
ACVR1	4.7717	4.2647	5.1817	4.0382	4.676	4.9872	4.6641	3.3151	4.3317	3.1074	4.475	4.2124
ACVR2A	1.8369	1.9179	1.8837	2.8856	2.5874	3.7389	2.8797	2.6094	1.9839	1.48	3.1509	2.7428
ACVR2B	1.3725	1.7715	2.3144	3.1858	1.0485	4.5758	2.677	4.6722	2.0127	0.9127	2.2046	1.8114
ACVRL1	1.6511	1.8089	1.6724	1.1196	1.9927	1.5393	0.9816	1.1511	1.647	0.6486	3.6316	2.2778
ACY1	6.7185	5.5533	5.5698	6.3111	4.6531	4.217	6.3602	5.6582	5.5686	5.8154	7.2648	6.2325
ACY3	2.1513	3.2801	2.6837	3.7456	2.1191	1.0503	1.2119	2.4454	2.4832	1.204	0.7334	1.5345
ACYP1	4.4199	3.1395	3.0575	5.2786	4.5547	4.3158	4.3038	3.7793	4.5963	3.3636	4.886	4.2014
ACYP2	2.8834	3.0342	3.0195	3.3822	3.8535	4.2551	3.5494	3.8947	4.655	3.5435	4.4889	3.4714
ADAD1	0.0131	0	0	0	0.0798	0.0459	0	0	0	0	0	0
ADAD2	0.0128	0	0.0875	0.1116	0.0151	0.5159	0.023	0.0775	0.1412	0.038	0.1907	0.0749
ADAL	3.2681	2.1227	1.7531	3.0386	2.7882	2.9707	1.9218	2.2991	2.0275	1.8945	3.3894	2.1671
ADAM10	4.534	4.5692	4.6002	4.6029	4.9015	5.1212	4.2689	4.577	4.6674	3.7438	4.6236	5.5577
ADAM11	0.4848	0.1473	1.4209	1.5162	0.4083	2.4085	0.4191	1.3258	1.1632	0.1767	2.4939	0.5778
ADAM12	1.3829	2.0897	1.2772	1.3483	2.3955	2.1319	0.5011	1.6038	0.3942	0.272	2.3105	2.4425
ADAM15	5.896	5.6778	5.975	6.7052	6.0175	5.2102	6.4624	6.3416	6.4054	6.256	6.4513	6.0013
ADAM17	4.5914	3.7678	4.7017	4.7153	5.1717	4.6822	4.192	5.3355	4.7919	4.3111	4.8103	4.6348
ADAM18	0	0	0	0	0	0	0	0.1913	0.0372	0	0	0
ADAM19	2.0088	2.9204	2.5833	0.7845	2.8003	2.1896	0.6306	2.3009	0.6774	0.6833	2.5181	3.3871
ADAM20	0.0183	0.041	0.0129	0.0466	0.0216	0.1038	0.0496	0.0927	0.1631	0.0185	0	0.0111
ADAM21P1	0.0256	0	0.0534	0.0643	0.074	0.1037	0.0461	0.1757	0.1209	0.1933	0.0503	0.0154
ADAM21	0.0945	0.0712	0.5715	0.1902	0.2131	0.6897	0.5091	0.5216	0.423	0.4695	0.2135	0.1716
ADAM22	0.4785	0.0923	0.1337	0.6786	0.4794	2.3103	0.2665	1.0384	0.0535	0.0585	1.7136	0.6018
ADAM23	0.3676	0.2903	0.3619	1.5583	0.0125	0.9994	0.1456	1.1899	0.0627	0.0085	0	0.8458
ADAM28	1.8415	3.7029	1.9599	0.3482	3.1405	0.6616	3.5947	0.6927	4.2992	1.5787	1.8103	3.9345
ADAM29	0	0	0	0	0.0191	0	0	0	0	0.0082	0.0108	0
ADAM2	0	0	0	0	0	0	0	0	0.5923	0	0	0
ADAM30	0.0086	0	0	0	0	0	0	0	0.0078	0	0	0
ADAM32	1.8996	0.9658	2.1451	1.0417	0.0827	2.136	0.292	1.7117	1.7977	1.0073	2.5166	2.1099
ADAM33	0.4887	1.5327	1.6148	4.9887	1.4215	4.1474	3.9903	2.4541	0.403	0.1924	3.9992	0.8561
ADAM3A	0.0196	0.0573	0	0	0	0	0	0	0.2571	0	0	0.0114
ADAM5P	0	0	0	0.0471	0	0	0	0	0	0	0	0.0223
ADAM6	2.8902	6.7467	0.1715	0.0372	2.1823	0.255	0.0176	0.0394	0.4992	2.012	0.172	0.6039
ADAM7	0	0	0	0	0	0	0	0	0	0	0	0
ADAM8	5.0161	3.8481	3.0582	0.8867	4.9477	3.0674	3.6986	0.9043	5.2595	2.976	1.4775	5.279
ADAM9	4.4923	4.2949	5.7877	4.5588	4.5195	4.2797	4.7212	3.8184	5.1551	3.8413	5.3558	4.8896
ADAMDEC1	2.4083	4.3302	0.0488	0.0968	2.6304	0.0387	0	0	0.2752	1.3324	0	4.3612
ADAMTS10	0.6241	1.2036	1.708	0.831	1.0558	3.1236	0.4329	2.4081	3.2238	0.331	3.577	1.6217
ADAMTS12	0.2384	0.426	0.2343	0.5244	0.7244	1.1324	0.2429	2.0413	0.2029	0.1605	3.7554	1.2896
ADAMTS13	2.2346	1.9297	2.5738	2.2019	3.0589	2.4941	1.851	2.5924	2.7031	0.8017	1.7509	0.9431
ADAMTS14	0.6247	0.9705	2.8573	0.4349	0.772	1.3978	1.3175	1.4351	1.546	0.4217	1.5825	1.19
ADAMTS15	1.5278	3.7072	1.9984	1.0039	2.6045	1.8112	3.3312	3.9947	0.7431	4.645	4.5191	3.9868
ADAMTS16	0.0369	0.1617	0.1034	0.3676	0.0353	3.0686	1.671	2.1273	0.0337	0.0984	1.8309	0.4371
ADAMTS17	0.8144	0.6159	1.0849	1.54	0.5931	2.3597	0.3671	2.3267	0.3078	0.7287	1.409	1.6325
ADAMTS18	0.0169	0.2044	0.0382	0.1707	0.1512	0.2432	0.2209	0.8203	0.0875	0.0126	2.4133	0.2769
ADAMTS19	0.0068	0.0151	0.0827	0.0453	0	2.1658	0.0243	0.5152	0.0119	0.0068	0.2953	0.0786
ADAMTS1	4.7091	4.5753	4.3873	3.22	5.4941	4.8343	5.1205	6.2787	3.085	5.5011	3.7721	4.2383
ADAMTS20	0.275	0.0405	0.0122	0.0155	0	0.7031	0	0.1854	0.6588	0	0	0
ADAMTS2	0.9024	1.3314	0.5595	0.4532	1.4156	3.4982	0.84	2.0976	0.1636	0.3043	2.6035	2.1496
ADAMTS3	0.0342	0.2891	0.571	0.9249	1.2136	1.1774	2.6591	0.8092	0.0995	0.1749	1.6203	1.0971
ADAMTS4	2.0302	1.1808	0.7888	1.3737	1.7654	1.2733	0.6256	1.205	0.5386	0.1344	3.2338	1.5214
ADAMTS5	0.3035	0.654	0.3693	0.3146	0.4003	2.1491	0.0771	0.7354	1.1927	2.2255	1.0507	0.543
ADAMTS6	0.3837	0.7908	0.425	1.1546	0.7939	2.5173	1.2773	0.381	0.1483	0.036	0.6133	0.1906
ADAMTS7	1.2436	0.9094	2.3173	2.7994	0.4842	3.3742	0.4706	3.8003	1.6082	0.1652	4.4276	1.2461
ADAMTS8	0.1417	0.1904	1.591	1.4811	0.4193	1.0896	0.9276	2.3097	0.1156	0.2227	1.3478	0.7951
ADAMTS9	1.4814	1.1221	2.8201	2.6492	2.103	6.2452	3.3931	2.4811	0.5693	0.5989	3.6256	3.2151
ADAMTSL1	0.1308	0.503	0.0542	0.1162	0.826	2.083	0.0466	0.9017	0.1178	0.0558	0.9721	0.872
ADAMTSL2	1.0719	1.2195	1.2928	0.4627	1.5281	3.0381	1.0352	0.664	2.128	1.016	1.4703	1.743
ADAMTSL3	0.1745	0.3032	1.7757	0.2207	0.2362	0.867	0.0983	0.2149	0.006	0.5476	1.0639	1.3134
ADAMTSL4	2.9275	1.8615	4.3696	3.4006	2.712	2.5613	3.2569	1.2565	3.5761	0.8222	2.6343	2.5308
ADAMTSL5	0.263	0.2553	1.6984	0.1215	0.12	0.8301	0.3113	0.0645	0.1097	0.2174	0.0687	0.3593
ADAP1	3.9508	4.8008	4.8759	3.1868	3.2845	3.5733	3.9594	3.5137	4.114	4.2117	3.5736	5.8039
ADAP2	3.5456	3.6962	3.0513	1.4578	3.1775	1.4192	1.5102	1.2652	4.9329	1.8186	2.9648	3.1875
ADARB1	1.3299	2.4285	2.4538	2.5288	1.8914	4.5041	3.0523	2.7964	2.495	1.8474	2.0404	1.5003
ADARB2	0	0	0.0744	0.0599	0.2196	1.3718	0.8247	0.3802	0.063	0.1129	0.3205	0.188
ADAR	6.4978	6.9899	6.5521	6.4534	7.0636	7.5112	6.6355	7.2748	6.3976	5.8388	6.5901	7.1471
ADAT1	3.2547	2.776	2.0964	2.0994	2.4319	3.2085	2.3684	3.8975	1.9431	1.3804	3.2424	2.248
ADAT2	1.4763	0.6912	1.5363	1.7835	1.2457	2.0539	1.4772	1.398	1.4617	0.3737	1.8018	1.5135
ADAT3	3.6592	3.0701	3.1226	3.226	3.0079	2.7318	3.1967	3.6925	3.3651	3.0318	3.4168	4.2197
ADA	3.8257	3.8757	2.9543	5.3392	3.3908	3.4073	3.1365	4.2143	3.734	1.823	4.4758	2.7367
ADCK1	2.7818	2.5732	2.5106	2.9606	2.8153	3.8825	3.3693	3.9552	3.296	2.4405	3.575	3.4199
ADCK2	4.6251	5.0393	4.2729	4.7703	4.9631	5.3713	5.3029	5.2536	5.4328	4.5153	6.1163	4.78
ADCK4	4.7107	4.2508	4.1534	4.3062	3.8522	4.8105	4.5852	6.1815	5.2302	4.3288	6.3352	4.5853
ADCK5	3.853	3.7108	4.8621	4.0164	4.0359	2.8709	3.9848	3.5531	3.4017	3.1133	3.7535	4.281
ADCY10	0.0322	0.0166	0	0	0	0.0243	0	0	0.0131	0	0.0727	0.0195
ADCY1	0.3817	0.1641	0.3205	0.6884	1.4607	2.5573	0.4159	1.506	1.9145	0.109	0.8822	0.7095
ADCY2	0.0121	1.2375	0.8063	0.0102	0	0.0373	0	1.9552	0.0159	0.0538	0	0.2819
ADCY3	3.8953	2.665	2.6137	3.6955	3.009	4.2441	3.3298	5.0827	3.8992	2.2088	4.9067	3.9186
ADCY4	1.6462	1.0143	2.1225	0.9847	0.9345	1.565	0.6558	0.974	1.7222	0.4	1.9781	1.1082
ADCY5	1.8274	3.7493	2.3157	0.8785	4.3217	2.517	2.5455	4.4112	0.3787	0.8542	3.2481	1.3212
ADCY6	2.2661	2.6227	3.9015	2.7753	2.8727	3.6085	2.0022	5.4955	4.3416	2.2626	3.4432	3.6917
ADCY7	2.6533	3.1313	2.598	2.1827	2.1811	4.08	2.1434	2.7045	3.8159	1.3326	3.6143	2.7508
ADCY8	0	0	0.0474	0.7603	0.0081	4.0004	5.4108	1.3873	0.0421	2.2414	0	0.1186
ADCY9	1.7931	2.6571	2.1666	1.496	1.7975	2.871	2.8181	2.0777	2.0364	2.0446	1.0151	2.7867
ADCYAP1R1	0.7718	2.2733	1.2662	3.5489	1.8707	3.9567	1.9329	2.9679	0.8339	0	0.6915	0.6371
ADCYAP1	0.0322	0.639	0.0226	0	0.0284	0	0.0146	0.0657	0.0426	0.1174	0.0425	0.0574
ADC	1.0641	1.861	2.0028	2.2552	1.3021	2.6709	2.8631	1.804	2.2614	1.8719	1.3703	1.2981
ADD1	6.1559	6.3171	6.2319	7.1034	6.3082	6.8992	6.7745	6.748	6.834	5.4139	7.0168	6.6472
ADD2	2.1243	0.8442	1.5862	2.8032	2.768	4.1516	3.0016	4.111	1.0653	0.5107	3.1219	2.759
ADD3	4.7276	4.2888	5.2809	4.1836	5.0322	5.6162	5.3896	4.6617	4.9923	3.5176	4.5215	4.7384
ADH1A	0	0	0	0	0	0.0937	0	0	0	0	0.2495	0
ADH1B	0.0594	0.0681	0.0149	0.0471	0.0595	0.0778	0.0573	0.1694	0.063	0.0206	2.9744	0.7852
ADH1C	0.0183	0	0.0766	0	0	0.0907	0	0.1464	0.0805	0	0.3664	0.2454
ADH4	0	0	0.0188	0	0	0	0	0.0274	0	0	0.0176	0
ADH5	2.7363	5.0122	4.8501	6.3244	6.7937	6.4944	6.0352	6.0894	5.9308	5.0921	6.5286	5.3738
ADH6	0	0	0	0.4865	0.0125	0	0.1519	0.1198	0.0389	0	0.0555	0
ADH7	0	0	0.0171	0	0	0	0	0	0	0	0	0
ADHFE1	1.2861	0.9551	2.8749	1.2046	1.8267	2.2298	3.0136	1.9981	1.737	1.4404	1.5995	2.0956
ADI1	6.3358	5.9545	6.2926	6.6578	6.6336	6.8748	6.9371	7.4213	7.3746	8.0543	7.8557	6.4289
ADIG	0	0	0	0	0	0	0.0704	0	0.0352	0	0	0
ADIPOQ	0.0055	0	0.0076	0.028	0.0447	0	0.0396	0.0114	0.0049	0	0	0.0198
ADIPOR1	7.2946	7.8687	7.5393	7.2371	7.3195	7.3671	7.1532	6.6902	7.0665	6.4877	7.164	6.8992
ADIPOR2	4.3936	4.4723	5.4459	3.8417	4.802	5.2369	4.9839	5.3457	4.0717	3.5573	4.5046	5.1767
ADK	4.0744	3.9465	2.9657	4.4312	4.2055	4.1986	4.5099	2.8934	3.1461	3.8621	3.9022	3.6858
ADM2	1.5984	0.8991	0.7716	0.8038	2.1263	0.2307	2.0019	1.2517	1.0011	1.5339	1.4706	0.8326
ADM	4.0017	1.4332	2.7631	2.5935	4.5071	2.6499	3.8019	1.7493	3.4567	2.7688	5.5143	3.4522
ADNP2	2.7359	2.7648	3.302	3.0318	2.8728	4.828	2.4494	3.9781	2.8984	1.9835	3.4733	3.7426
ADNP	5.4134	4.8789	5.6141	6.289	5.4156	7.0808	5.9855	6.6383	5.0418	4.1352	5.9268	5.9725
ADORA1	4.2268	3.5729	1.379	2.003	2.3739	1.1579	3.3965	1.0177	3.5563	3.9098	2.5313	3.2725
ADORA2A	1.4407	1.9988	0.7225	0.571	1.2252	1.2443	0.655	1.3145	1.5167	1.0832	2.8652	1.5111
ADORA2B	0.3814	0.3115	1.0615	0.4671	0.5	2.0017	0.1461	0.2415	2.0437	0.4044	0.332	0.874
ADORA3	3.8895	3.7563	2.7817	0.9396	3.0689	1.2618	1.4708	0.8219	6.244	2.1053	2.0376	2.6166
ADO	3.031	3.5023	4.0775	3.7933	3.5642	4.9825	4.1739	3.8995	3.663	2.9085	3.9316	4.606
ADPGK	5.3754	5.1193	4.9117	5.769	4.7524	5.3849	5.2367	4.9642	5.4556	3.1552	5.7333	5.6888
ADPRHL1	4.1222	2.3951	3.5312	1.7418	1.8334	2.6693	4.1641	1.729	3.3808	3.7176	2.8061	2.1811
ADPRHL2	5.6006	5.1301	5.3213	4.8141	5.5746	5.3546	5.9481	4.7302	6.2556	5.1802	5.1911	4.7215
ADPRH	2.557	2.3744	2.7464	2.3736	1.7433	3.0148	1.8891	2.5038	2.7687	1.5811	2.1278	2.1749
ADRA1A	0	0	0	0	0	0	0	0.0322	0	0	0.0612	0.0158
ADRA1B	2.9574	3.0444	2.8612	0.5658	1.2705	0.8086	0.1214	0.9008	0.4866	2.8704	1.3797	2.7366
ADRA1D	0.1301	0.0431	0.2034	0.4992	0.289	0.381	0.1976	1.2336	1.0208	0.0098	4.9963	0.1121
ADRA2A	1.0511	1.0171	2.0574	1.1759	0.4477	3.5363	0.2709	7.574	0.443	3.5834	3.9444	2.1241
ADRA2B	1.1052	0.667	1.8846	1.5618	1.4039	2.6411	0.8647	1.871	2.0904	0.0842	4.6957	0.2662
ADRA2C	2.9522	5.7096	4.7202	4.727	6.1808	4.9169	5.6214	1.215	5.9532	5.4333	3.4368	7.6857
ADRB1	0.3509	0.9038	0.6354	0.0454	0.2612	0.0872	0.0641	0.2713	0.4387	0.2938	0.1039	0.2297
ADRB2	0.5449	0.9924	0.6156	0.2247	0.3982	0.5367	0.1981	0.1286	1.6937	0.1718	0.5859	0.8648
ADRB3	0.0098	0.0646	0	0	0	0.1833	0	0.2927	0.0174	0.0098	1.6073	0.9236
ADRBK1	6.2331	6.0446	7.0669	5.6417	6.6133	5.8857	5.7062	6.1357	6.272	4.9683	6.2293	6.3731
ADRBK2	2.7135	2.8682	2.7432	2.6281	1.8852	2.0137	1.5159	3.0722	2.3108	1.1203	2.9919	3.2625
ADRM1	7.9107	7.1282	7.3519	7.9608	7.5122	7.3771	6.8991	7.4121	7.4116	6.7748	7.7966	7.1068
ADSL	5.457	4.8005	5.2869	6.7167	5.1713	4.9297	5.2237	6.5234	5.6032	5.4128	6.4878	5.6253
ADSSL1	2.0161	1.1864	3.427	2.2866	3.7658	5.0872	3.02	4.5095	3.9513	2.3192	3.6637	3.5274
ADSS	4.7377	5.9991	4.9294	5.3456	5.0341	5.9642	5.2467	4.9731	5.2767	5.556	5.0246	4.8143
AEBP1	5.0465	6.6286	4.3885	5.2548	4.5576	6.6158	5.2501	5.891	4.6757	3.0858	7.7572	6.8428
AEBP2	3.5916	3.6905	3.9744	2.8004	3.8274	4.6718	4.4652	4.1541	3.4044	2.5914	3.6618	3.8413
AEN	2.8085	2.6111	2.6931	3.375	2.8148	2.9808	1.2912	4.1002	2.6688	1.9156	3.3513	3.3013
AES	9.0817	8.9305	8.5241	8.5514	8.3887	7.604	7.9444	8.5641	8.5954	8.577	7.9284	9.5514
AFAP1L1	1.6215	2.2388	1.546	2.0412	2.2542	2.1784	2.3306	4.2594	0.8755	0.8179	3.1372	2.605
AFAP1L2	2.4698	2.2134	2.6047	2.0194	4.1	6.1073	6.6081	2.0385	4.5309	1.6663	3.1563	4.4187
AFAP1	2.1264	2.7659	3.007	3.3202	3.4788	3.5969	3.0305	3.5179	2.9429	2.3664	4.0455	4.7231
AFARP1	0.1196	0.0459	0.0291	0.1667	0.0719	0.0348	0.1782	0.7572	0.2078	0.0208	0.1808	0.0968
AFF1	2.5938	3.9017	3.3149	2.281	3.7422	3.1825	2.8442	2.9271	3.6207	2.8078	2.3525	3.1909
AFF2	1.6044	1.0501	1.0709	1.1092	0.9809	3.5283	0.0073	1.3674	0.8281	0.0183	0.6436	0.0864
AFF3	0.1819	0.2984	0.7118	1.8573	0.4667	2.7522	0.9709	1.1368	0.7309	0.1994	0.6565	0.6447
AFF4	3.1653	4.335	3.6899	3.2128	3.2676	5.0258	3.5725	4.3719	3.285	3.1618	3.3847	4.2006
AFG3L1	2.9765	2.2317	2.5716	2.6421	2.9363	3.7269	3.1733	4.3951	2.9883	1.9059	3.9599	2.577
AFG3L2	5.8824	4.5703	5.3548	4.7488	5.795	5.3035	4.712	5.667	4.1793	4.8567	5.7015	5.9334
AFMID	4.2834	3.9951	4.4929	4.5238	4.188	6.9282	4.6891	5.3657	4.3066	4.4175	5.9753	5.2304
AFM	0	0	0	0	0	0	0	0.2512	0	0	0	0
AFP	0	0	0	0	0.0211	0	0	1.2068	0	0	0	0
AFTPH	4.142	4.8015	4.4276	4.3536	4.6623	5.0048	4.929	4.2917	4.543	3.3527	3.8116	5.0852
AG2	4.4016	3.7725	3.6975	3.8199	3.2034	3.8517	1.2882	4.4444	3.3349	2.2244	5.6408	3.6104
AGAP11	0.4149	0.8768	0.8453	0.3001	0.1282	1.3939	1.3952	0.8586	0.4121	0.5499	0.5502	0.8361
AGAP1	4.1153	2.5828	4.1465	3.4981	3.5496	3.9305	3.2388	4.381	3.8753	3.384	3.2179	4.1408
AGAP2	1.3718	2.1019	0.57	0.2672	0.9564	0.944	0.1812	0.3146	1.4322	0.1747	2.0012	1.2866
AGAP3	5.2151	5.4622	6.3859	5.4988	5.2461	5.6261	6.4666	6.2533	5.585	4.9937	5.4082	6.7991
AGAP4	2.3534	2.2034	3.3073	2.1546	2.6015	3.4292	2.7159	2.5468	2.2392	0.7753	2.2316	2.7819
AGAP5	1.0651	0.6496	1.7664	0.6864	1.3642	2.14	2.0129	1.3888	1.3237	0.2562	1.0268	1.265
AGAP6	1.7687	1.8994	2.8434	2.1031	2.6147	3.1561	2.1733	2.6233	2.6501	0.5719	2.3775	2.3603
AGAP7	0.2831	0.1817	0.5378	1.5967	0.5345	0.6062	0.4505	0.4057	0.5043	0.0531	1.9868	0.5164
AGAP8	1.7255	0.9049	1.3945	1.5438	1.6205	2.2271	2.1739	1.6152	1.9313	0.2927	1.0927	2.0349
AGA	3.4384	3.6312	1.6971	3.6982	4.1901	2.4227	4.3888	3.0204	4.0226	3.1765	4.2418	3.0017
AGBL1	0.0303	0.0259	0	0	0	0.0824	0	0.0151	0	0.0116	0	0
AGBL2	1.1724	0.532	1.4492	0.623	1.0885	0.6299	1.7929	0.4442	0.5805	0.2179	0.9018	1.241
AGBL3	0.1182	0.1831	0.2338	0.1851	0.4431	0.4317	0.1961	0.1287	0.4106	0.2028	0.2548	0.2021
AGBL4	0.2585	0	0.1383	0.5657	0.2933	0.7676	0.3944	0.0983	0.9328	0.157	0.1101	0.1809
AGBL5	5.6761	4.6462	4.7569	6.6492	5.2448	5.9892	5.4737	7.5879	5.6912	4.5015	6.6319	5.2439
AGER	3.2741	3.134	3.3977	2.7022	3.4796	3.638	2.2325	2.9884	4.6218	1.4779	3.8303	3.3276
AGFG1	4.3267	2.9535	4.0644	3.6681	3.607	4.4392	3.5797	4.1057	3.6888	3.3163	3.0814	3.7678
AGFG2	4.4301	5.1806	3.8841	3.2053	3.694	3.7621	3.9952	3.0965	4.2824	3.8319	3.2033	3.9498
AGGF1	3.9525	3.2825	3.9911	4.3798	3.643	5.1254	3.544	3.4649	3.0029	2.6528	3.2137	3.3555
AGK	4.2101	3.8847	4.3555	5.2922	4.1043	5.4108	4.6586	4.4298	3.7089	2.896	4.0425	4.2623
AGL	2.4379	2.1856	1.9535	2.1295	2.5406	3.1936	2.8621	2.1006	2.2392	1.6336	2.1138	2.3553
AGMAT	2.353	1.8713	2.1037	1.2354	0.7999	2.5268	1.09	1.7366	1.6114	0.4231	1.1427	0.62
AGPAT1	7.1413	6.9282	5.9518	6.8988	6.4433	7.4531	6.1265	7.1379	7.1237	6.3331	7.2418	7.6312
AGPAT2	5.7951	5.4283	8.0574	5.673	7.1285	6.415	4.9608	6.5113	7.567	6.9221	5.0684	5.9086
AGPAT3	4.6158	4.6939	4.961	3.6995	3.635	5.054	3.7919	5.1318	5.2097	3.9193	3.8645	4.6645
AGPAT4	1.3167	0.8795	1.5074	2.433	2.3428	2.9549	1.6102	2.6396	2.3542	1.0971	3.3833	1.1888
AGPAT5	2.6679	2.6953	2.4358	3.3601	3.1459	3.9577	3.5188	4.3122	2.9546	1.7193	4.0547	3.0523
AGPAT6	3.597	2.5764	4.5302	4.2351	3.8025	3.923	3.5098	5.0603	3.441	2.6623	4.8052	3.9581
AGPAT9	0.4014	1.2683	1.3842	0.1246	0.797	0.6296	0.3171	1.0209	1.6107	0.2491	0.3387	1.5402
AGPHD1	3.4159	2.3031	2.846	3.3253	1.0406	1.5373	1.2917	2.9432	2.9863	0.6365	2.0531	2.4968
AGPS	4.4328	2.3323	3.834	3.2916	2.2974	3.8126	2.5052	2.9669	2.7999	2.1197	2.8203	3.154
AGR2	3.1321	2.2703	0.9468	1.3121	2.4949	0.0972	3.2574	3.9546	6.9961	5.2858	5.2935	0.1982
AGR3	0.04	0.959	1.7433	2.4782	1.5279	0.4264	0.1422	3.4159	3.9962	3.1374	2.2126	0.2271
AGRN	6.1945	6.8331	7.4506	6.3697	6.9897	7.4677	6.7262	8.1492	8.7409	7.2486	7.8458	7.3064
AGRP	0.077	0	0.1614	0.0656	0.0917	0.1936	0.0711	0.0812	0.3502	0	0.2836	0.1372
AGTPBP1	2.4428	1.6851	3.4279	2.6495	2.2943	3.1771	2.2413	2.6802	2.5054	1.1338	2.0898	2.9455
AGTR1	0.2381	0.1739	0.2109	0.3847	0.041	0.1838	0.1031	0.2811	0.0895	0.1565	1.7423	0.4024
AGTR2	0	0	2.8678	0	0.0105	0.0293	0	1.8231	0.0079	0.1362	2.7634	0
AGTRAP	7.7282	6.5425	7.213	5.8998	7.2258	6.0299	5.9472	6.0388	7.352	6.7869	7.3225	5.9073
AGT	0.5739	0.2794	0.4592	0.9065	0.1534	1.3508	3.5855	0.3819	1.6888	1.2136	1.6269	0.1405
AGXT2L1	0.052	0	0.0548	0.0223	0.0454	0.0431	0	0.0272	0.0577	0	0	0
AGXT2L2	4.7419	4.6741	5.4534	3.6253	4.0431	4.2474	3.1023	3.9488	5.2401	3.9541	4.3572	3.5887
AGXT2	0	0	0	0	0	0	0	0	0	0	0	0
AGXT	0	0	0.0613	0.1429	0	0.037	0.146	0.3418	0.6873	0	0.044	0
AHCTF1	3.5198	3.5998	2.3767	3.6852	3.4018	3.7143	3.4139	3.0899	2.3162	2.3929	3.0924	3.452
AHCYL1	6.7779	5.5631	6.8886	5.9168	5.9614	5.9708	6.6923	6.1716	6.8818	5.2037	4.8729	6.4492
AHCYL2	2.41	2.8133	2.6872	3.2614	1.7077	4.7761	2.9683	3.7929	2.174	1.7266	2.7058	4.2751
AHCY	7.8716	7.2119	7.545	9.5759	6.9939	8.2748	7.241	8.461	6.9604	7.0379	8.282	8.1156
AHDC1	4.6256	3.323	4.6056	3.804	5.101	6.266	5.04	4.8759	5.7419	4.6163	5.5313	4.3632
